registry,id,label,namespace,file
InteractionTypes,out,,Mosaic\Plugins\InteractionTypes\timed\slidechange,Mosaic/Plugins/InteractionTypes/timed/slidechange/InteractionTypeSlideChange.php
InteractionTypes,tabChange,,Mosaic\Plugins\InteractionTypes\timed\tabchange,Mosaic/Plugins/InteractionTypes/timed/tabchange/InteractionTypeTabChange.php
InteractionTypes,active,,Mosaic\Plugins\InteractionTypes\timed\tabchange,Mosaic/Plugins/InteractionTypes/timed/tabchange/InteractionTypeTabChange.php
InteractionTypes,inactive,,Mosaic\Plugins\InteractionTypes\timed\tabchange,Mosaic/Plugins/InteractionTypes/timed/tabchange/InteractionTypeTabChange.php
Links,author,,,Mosaic/Plugins/Links/Author.php
Links,attachment,,,Mosaic/Plugins/Links/Media.php
Links,posts_archive,,,Mosaic/Plugins/Links/PostArchives.php
OrderBy,postVariable,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypePostTypes.php
OrderBy,postMeta,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypePostTypes.php
OrderBy,random,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypePostTypes.php
OrderBy,termVariable,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypeTaxonomies.php
OrderBy,termMeta,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypeTaxonomies.php
OrderBy,random,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypeTaxonomies.php
OrderBy,userVariable,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypeUsers.php
OrderBy,userMeta,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypeUsers.php
OrderBy,random,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypeUsers.php
OrderBy,wpMenuVariable,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypeWPMenu.php
OrderBy,wpMenuMeta,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypeWPMenu.php
OrderBy,random,,Mosaic\Plugins\OrderBy\Type,Mosaic/Plugins/OrderBy/Type/OrderByTypeWPMenu.php
Paths,other,,,Mosaic/Plugins/Paths/Path404.php
Paths,404.php,,,Mosaic/Plugins/Paths/Path404.php
Paths,fallback,,,Mosaic/Plugins/Paths/PathArchive.php
Paths,archive.php,,,Mosaic/Plugins/Paths/PathArchive.php
Paths,fallback,,,Mosaic/Plugins/Paths/PathFrontPage.php
Paths,front-page.php,,,Mosaic/Plugins/Paths/PathFrontPage.php
Paths,fallback,,,Mosaic/Plugins/Paths/PathIndex.php
Paths,index.php,,,Mosaic/Plugins/Paths/PathIndex.php
Paths,page,,,Mosaic/Plugins/Paths/PathPostTypePage.php
Paths,single-page.php,,,Mosaic/Plugins/Paths/PathPostTypePage.php
Paths,post,,,Mosaic/Plugins/Paths/PathPostTypePost.php
Paths,single-post.php,,,Mosaic/Plugins/Paths/PathPostTypePost.php
Paths,archive-post.php,,,Mosaic/Plugins/Paths/PathPostTypePost.php
Paths,author.php,,,Mosaic/Plugins/Paths/PathPostTypePost.php
Paths,other,,,Mosaic/Plugins/Paths/PathSearch.php
Paths,search.php,,,Mosaic/Plugins/Paths/PathSearch.php
Paths,fallback,,,Mosaic/Plugins/Paths/PathSingle.php
Paths,single.php,,,Mosaic/Plugins/Paths/PathSingle.php
Paths,taxonomy,,,Mosaic/Plugins/Paths/PathTaxonomies.php
Paths,page,,,Mosaic/Plugins/Paths/PathTaxonomiesSingle.php
Paths,post,,,Mosaic/Plugins/Paths/PathTaxonomiesSingle.php
